,sdr,r2,rmse
661,6.1763447523117065,0.8056760877370834,0.027617399
662,8.650399446487427,0.8799363523721695,0.020772085
663,7.423199415206909,0.8467395305633545,0.023924347
664,8.453819155693054,0.8750724345445633,0.021247558
665,5.140621662139893,0.7656099796295166,0.031114936
666,7.479487657546997,0.8484140783548355,0.023769805
667,2.0670001208782196,0.616789698600769,0.044325132
668,6.718016862869263,0.8244626522064209,0.025947718
669,7.587400674819946,0.8515838980674744,0.02347632
670,6.924424171447754,0.8312360197305679,0.025338378
671,4.631788730621338,0.7439286708831787,0.032992143
672,7.525559663772583,0.8497723042964935,0.02364406
673,4.703643321990967,0.7470897734165192,0.032720342
674,4.944170713424683,0.7573925852775574,0.03182669
675,7.336631417274475,0.844134971499443,0.024163978
676,7.897271513938904,0.8603787273168564,0.02265356
677,3.851219415664673,0.7082244753837585,0.036094334
678,6.291669607162476,0.8097999095916748,0.027253138
679,4.207850992679596,0.7249126136302948,0.03464236
680,4.865225553512573,0.754041463136673,0.032117274
681,4.090681374073029,0.7194862961769104,0.035112843
682,4.67220664024353,0.745701402425766,0.032838985
683,4.443302750587463,0.7355776429176331,0.033715907
684,5.088503360748291,0.7634469717741013,0.0313022
685,5.746890306472778,0.789724588394165,0.0290172
686,4.157707691192627,0.7225901484489441,0.034842927
687,7.170107960700989,0.8390196710824966,0.024631714
688,8.756818175315857,0.8825011253356934,0.020519137
689,5.290548801422119,0.7717614024877548,0.03058247
690,6.383038759231567,0.8130192160606384,0.026967958
691,5.087389349937439,0.7634007036685944,0.03130621
692,7.996920347213745,0.8631094098091125,0.022395153
693,6.3427734375,0.8116054981946945,0.027093265
694,4.5535412430763245,0.7404842972755432,0.033290707
695,7.438517808914185,0.8471964597702026,0.023882192
696,8.265528082847595,0.8702540248632431,0.021713192
697,9.695386290550232,0.9031256064772606,0.018417502
698,6.494783163070679,0.8168985843658447,0.026623236
699,8.649151921272278,0.8799060210585594,0.020775067
700,8.67451786994934,0.8805218413472176,0.020714484
701,6.722963452339172,0.8246275037527084,0.025932945
702,7.297079563140869,0.8429328799247742,0.024274264
703,5.064717531204224,0.7624571025371552,0.031388037
704,5.911015868186951,0.7959316372871399,0.02847405
705,5.874135494232178,0.7945493459701538,0.02859521
706,3.133266568183899,0.6729286015033722,0.039204568
707,8.122751712799072,0.8664964437484741,0.022073051
708,5.421276688575745,0.7770054936408997,0.030125635
709,6.895195245742798,0.8302891403436661,0.025423786
710,8.014863133430481,0.8636036366224289,0.022348937
711,3.7277474999427795,0.7023166120052338,0.03661109
712,6.469705700874329,0.8160336911678314,0.026700215
713,4.8164501786231995,0.7519485950469971,0.032298144
714,7.613142728805542,0.8523289263248444,0.023406843
715,4.590969383716583,0.742136687040329,0.03314756
716,8.791894912719727,0.8833360597491264,0.020436442
717,7.359989285469055,0.8448412716388702,0.024099085
718,6.8232691287994385,0.8279425799846649,0.025635192
719,5.018054246902466,0.7605034559965134,0.031557117
720,5.724136233329773,0.7888548076152802,0.029093316
721,9.433937668800354,0.8977294266223907,0.018980304
722,8.928537964820862,0.8865395709872246,0.020117458
723,7.288793325424194,0.8426801562309265,0.024297433
724,7.1140336990356445,0.8372716158628464,0.024791244
725,9.539564847946167,0.8999406918883324,0.018750886
726,7.168915271759033,0.8389861583709717,0.024635099
727,3.790540099143982,0.7053312957286835,0.03634737
728,9.014940857887268,0.8885254561901093,0.01991833
