,speech
289,"{'sdr': 7.085928916931152, 'r2': 0.8363876342773438, 'rmse': 0.02487159}"
290,"{'sdr': 3.347914218902588, 'r2': 0.683712512254715, 'rmse': 0.038247608}"
291,"{'sdr': 4.16056364774704, 'r2': 0.7227198779582977, 'rmse': 0.03483147}"
292,"{'sdr': 3.9809489250183105, 'r2': 0.714358925819397, 'rmse': 0.03555925}"
293,"{'sdr': 3.042929768562317, 'r2': 0.6683317422866821, 'rmse': 0.03961444}"
294,"{'sdr': 1.8376050889492035, 'r2': 0.6042304039001465, 'rmse': 0.045511357}"
295,"{'sdr': 4.6925535798072815, 'r2': 0.7465886771678925, 'rmse': 0.032762147}"
296,"{'sdr': 7.200435996055603, 'r2': 0.8399641662836075, 'rmse': 0.024545861}"
297,"{'sdr': 2.5066012144088745, 'r2': 0.6404151320457458, 'rmse': 0.042137615}"
298,"{'sdr': 1.3987953960895538, 'r2': 0.5798330903053284, 'rmse': 0.047869645}"
299,"{'sdr': 3.503427803516388, 'r2': 0.6914038360118866, 'rmse': 0.037568916}"
300,"{'sdr': 3.079332113265991, 'r2': 0.6701894104480743, 'rmse': 0.03944877}"
301,"{'sdr': 4.392747282981873, 'r2': 0.733306884765625, 'rmse': 0.033912726}"
302,"{'sdr': 1.2911531329154968, 'r2': 0.5737864673137665, 'rmse': 0.048466586}"
303,"{'sdr': 2.3551666736602783, 'r2': 0.6323463320732117, 'rmse': 0.04287871}"
304,"{'sdr': 5.633137822151184, 'r2': 0.7853380292654037, 'rmse': 0.029399715}"
305,"{'sdr': 5.035982131958008, 'r2': 0.7612559646368027, 'rmse': 0.031492047}"
306,"{'sdr': 2.903338074684143, 'r2': 0.661171942949295, 'rmse': 0.04025624}"
307,"{'sdr': 4.585065245628357, 'r2': 0.7418775260448456, 'rmse': 0.0331701}"
308,"{'sdr': 4.504499137401581, 'r2': 0.7383092045783997, 'rmse': 0.0334792}"
309,"{'sdr': 5.99765419960022, 'r2': 0.7991528213024139, 'rmse': 0.028191444}"
310,"{'sdr': 1.4818158745765686, 'r2': 0.584482342004776, 'rmse': 0.047414284}"
311,"{'sdr': 6.963469386100769, 'r2': 0.8324928283691406, 'rmse': 0.025224732}"
312,"{'sdr': 2.272391617298126, 'r2': 0.6279032528400421, 'rmse': 0.043289293}"
313,"{'sdr': 4.545907974243164, 'r2': 0.7401472330093384, 'rmse': 0.033319972}"
314,"{'sdr': 4.200843870639801, 'r2': 0.7245769202709198, 'rmse': 0.03467032}"
315,"{'sdr': 2.4555177986621857, 'r2': 0.6377023160457611, 'rmse': 0.04238617}"
316,"{'sdr': 7.593652606010437, 'r2': 0.8517651110887527, 'rmse': 0.023459425}"
317,"{'sdr': 2.5250810384750366, 'r2': 0.641394317150116, 'rmse': 0.04204806}"
318,"{'sdr': 0.35271596163511276, 'r2': 0.5202931463718414, 'rmse': 0.05399633}"
319,"{'sdr': 3.9910313487052917, 'r2': 0.7148319184780121, 'rmse': 0.035517994}"
320,"{'sdr': 3.902195394039154, 'r2': 0.7106409668922424, 'rmse': 0.03588312}"
321,"{'sdr': 3.777623772621155, 'r2': 0.7047106325626373, 'rmse': 0.03640146}"
322,"{'sdr': 3.70322048664093, 'r2': 0.7011324763298035, 'rmse': 0.036714617}"
323,"{'sdr': 1.7398789525032043, 'r2': 0.5988370180130005, 'rmse': 0.046026297}"
324,"{'sdr': 7.299221754074097, 'r2': 0.8429976999759674, 'rmse': 0.024268275}"
325,"{'sdr': 3.0776247382164, 'r2': 0.6701034307479858, 'rmse': 0.03945652}"
326,"{'sdr': 1.9236551225185394, 'r2': 0.6089591383934021, 'rmse': 0.04506271}"
327,"{'sdr': 2.3312057554721832, 'r2': 0.6310626566410065, 'rmse': 0.04299715}"
328,"{'sdr': 2.0658397674560547, 'r2': 0.6167263090610504, 'rmse': 0.04433105}"
329,"{'sdr': 3.1401878595352173, 'r2': 0.6732782423496246, 'rmse': 0.039173342}"
330,"{'sdr': 4.680553674697876, 'r2': 0.7460655272006989, 'rmse': 0.032807443}"
331,"{'sdr': 4.378807842731476, 'r2': 0.7326827347278595, 'rmse': 0.033967193}"
332,"{'sdr': 4.41731184720993, 'r2': 0.7344121634960175, 'rmse': 0.033816952}"
333,"{'sdr': 3.8337314128875732, 'r2': 0.7073923349380493, 'rmse': 0.036167078}"
334,"{'sdr': 7.915093898773193, 'r2': 0.8608644008636475, 'rmse': 0.022607123}"
335,"{'sdr': 4.367963075637817, 'r2': 0.7321876883506775, 'rmse': 0.034009628}"
336,"{'sdr': 3.106074035167694, 'r2': 0.6715490818023682, 'rmse': 0.039327495}"
337,"{'sdr': 2.6693838834762573, 'r2': 0.6490038931369781, 'rmse': 0.041355263}"
338,"{'sdr': 3.415888547897339, 'r2': 0.6870862245559692, 'rmse': 0.03794946}"
339,"{'sdr': 2.5632894039154053, 'r2': 0.6434154510498047, 'rmse': 0.041863497}"
340,"{'sdr': 2.604498565196991, 'r2': 0.64559006690979, 'rmse': 0.041665353}"
341,"{'sdr': 4.785961806774139, 'r2': 0.750635951757431, 'rmse': 0.03241171}"
342,"{'sdr': 3.553069531917572, 'r2': 0.6938380897045135, 'rmse': 0.037354812}"
343,"{'sdr': 3.267338275909424, 'r2': 0.6796864867210388, 'rmse': 0.038604073}"
344,"{'sdr': 2.2866082191467285, 'r2': 0.6286693811416626, 'rmse': 0.0432185}"
345,"{'sdr': 3.327622413635254, 'r2': 0.6827011704444885, 'rmse': 0.038337063}"
346,"{'sdr': 3.0568012595176697, 'r2': 0.6690546870231628, 'rmse': 0.039551232}"
347,"{'sdr': 4.670330882072449, 'r2': 0.7456193268299103, 'rmse': 0.032846075}"
348,"{'sdr': 2.9892176389694214, 'r2': 0.6655870676040649, 'rmse': 0.039860163}"
349,"{'sdr': 1.7858153581619263, 'r2': 0.6013754606246948, 'rmse': 0.045783527}"
350,"{'sdr': 4.644323885440826, 'r2': 0.7444818019866943, 'rmse': 0.032944568}"
351,"{'sdr': 8.218854069709778, 'r2': 0.869035929441452, 'rmse': 0.021830177}"
352,"{'sdr': 4.664093554019928, 'r2': 0.7453441023826599, 'rmse': 0.032869667}"
353,"{'sdr': 1.103043332695961, 'r2': 0.5631571412086487, 'rmse': 0.049527664}"
354,"{'sdr': 2.500159442424774, 'r2': 0.640073299407959, 'rmse': 0.042168878}"
355,"{'sdr': 6.742359399795532, 'r2': 0.8252705782651901, 'rmse': 0.0258751}"
356,"{'sdr': 4.591918885707855, 'r2': 0.742179661989212, 'rmse': 0.033143934}"
357,"{'sdr': 2.3564812541007996, 'r2': 0.6324169933795929, 'rmse': 0.042872217}"
358,"{'sdr': 3.898671567440033, 'r2': 0.7104780077934265, 'rmse': 0.035897683}"
359,"{'sdr': 2.4536415934562683, 'r2': 0.6376010477542877, 'rmse': 0.042395327}"
360,"{'sdr': 5.8530813455581665, 'r2': 0.793756365776062, 'rmse': 0.028664604}"
361,"{'sdr': 3.6202478408813477, 'r2': 0.6971123814582825, 'rmse': 0.03706702}"
362,"{'sdr': 6.107881665229797, 'r2': 0.803196132183075, 'rmse': 0.027835945}"
363,"{'sdr': 6.744276285171509, 'r2': 0.8253355026245117, 'rmse': 0.02586939}"
364,"{'sdr': 5.520964860916138, 'r2': 0.7809547632932663, 'rmse': 0.029781856}"
365,"{'sdr': 2.800162136554718, 'r2': 0.6558290421962738, 'rmse': 0.040737268}"
366,"{'sdr': 1.6037565469741821, 'r2': 0.5912851393222809, 'rmse': 0.046753287}"
367,"{'sdr': 6.9915711879730225, 'r2': 0.8333922326564789, 'rmse': 0.025143253}"
368,"{'sdr': 3.190697729587555, 'r2': 0.675833523273468, 'rmse': 0.038946204}"
369,"{'sdr': 0.4578724130988121, 'r2': 0.5263333916664124, 'rmse': 0.053346556}"
370,"{'sdr': 3.907648026943207, 'r2': 0.7109020948410034, 'rmse': 0.035860606}"
371,"{'sdr': 5.732737183570862, 'r2': 0.7891835570335388, 'rmse': 0.029064523}"
372,"{'sdr': 3.7095043063163757, 'r2': 0.7014367878437042, 'rmse': 0.036688063}"
373,"{'sdr': 3.4000614285469055, 'r2': 0.6863056421279907, 'rmse': 0.03801867}"
374,"{'sdr': 2.389446496963501, 'r2': 0.634181410074234, 'rmse': 0.042709816}"
375,"{'sdr': 3.0752164125442505, 'r2': 0.6699799597263336, 'rmse': 0.039467465}"
376,"{'sdr': 4.471879601478577, 'r2': 0.7368544042110443, 'rmse': 0.033605166}"
377,"{'sdr': 2.297981083393097, 'r2': 0.6292810440063477, 'rmse': 0.04316194}"
378,"{'sdr': 3.2224178314208984, 'r2': 0.6774311363697052, 'rmse': 0.038804237}"
379,"{'sdr': 6.752901077270508, 'r2': 0.8256214112043381, 'rmse': 0.025843717}"
380,"{'sdr': 4.710274338722229, 'r2': 0.7473596036434174, 'rmse': 0.032695375}"
381,"{'sdr': 6.984236240386963, 'r2': 0.8331584632396698, 'rmse': 0.025164494}"
382,"{'sdr': 2.6471728086471558, 'r2': 0.647836297750473, 'rmse': 0.041461155}"
383,"{'sdr': 3.576548397541046, 'r2': 0.694985419511795, 'rmse': 0.037253972}"
384,"{'sdr': 6.855061054229736, 'r2': 0.8289812058210373, 'rmse': 0.025541535}"
385,"{'sdr': 6.80899441242218, 'r2': 0.8274766504764557, 'rmse': 0.025677355}"
386,"{'sdr': 4.662728309631348, 'r2': 0.7452855706214905, 'rmse': 0.032874834}"
387,"{'sdr': 5.710484981536865, 'r2': 0.7883309721946716, 'rmse': 0.029139075}"
388,"{'sdr': 3.802807629108429, 'r2': 0.7059155702590942, 'rmse': 0.03629607}"
389,"{'sdr': 2.9588335752487183, 'r2': 0.6640280187129974, 'rmse': 0.039999846}"
390,"{'sdr': 4.993036687374115, 'r2': 0.7594542652368546, 'rmse': 0.03164814}"
391,"{'sdr': 4.167084097862244, 'r2': 0.723022997379303, 'rmse': 0.03480533}"
392,"{'sdr': 4.25879567861557, 'r2': 0.7272319793701172, 'rmse': 0.03443977}"
393,"{'sdr': 5.994024276733398, 'r2': 0.799018993973732, 'rmse': 0.028203227}"
394,"{'sdr': 2.382996678352356, 'r2': 0.6338350176811218, 'rmse': 0.04274154}"
395,"{'sdr': 5.042566657066345, 'r2': 0.7615245282649994, 'rmse': 0.031468183}"
396,"{'sdr': 1.8884959816932678, 'r2': 0.6070292890071869, 'rmse': 0.045245484}"
397,"{'sdr': 4.045142829418182, 'r2': 0.7173650562763214, 'rmse': 0.035297412}"
398,"{'sdr': 3.5216674208641052, 'r2': 0.6923036575317383, 'rmse': 0.0374901}"
399,"{'sdr': 4.7549667954444885, 'r2': 0.7492980659008026, 'rmse': 0.032527577}"
400,"{'sdr': 3.5843688249588013, 'r2': 0.695366621017456, 'rmse': 0.03722045}"
401,"{'sdr': 3.396880328655243, 'r2': 0.6861451268196106, 'rmse': 0.038032595}"
402,"{'sdr': 4.59637314081192, 'r2': 0.7423771023750305, 'rmse': 0.033126943}"
403,"{'sdr': 6.730775833129883, 'r2': 0.8248863965272903, 'rmse': 0.025909632}"
404,"{'sdr': 4.509068429470062, 'r2': 0.7385102808475494, 'rmse': 0.03346159}"
405,"{'sdr': 3.347354233264923, 'r2': 0.6836845576763153, 'rmse': 0.038250078}"
406,"{'sdr': 2.9351985454559326, 'r2': 0.6628118455410004, 'rmse': 0.04010883}"
407,"{'sdr': 0.9636121243238449, 'r2': 0.5552434921264648, 'rmse': 0.050329126}"
408,"{'sdr': 5.213049054145813, 'r2': 0.7685865312814713, 'rmse': 0.030856565}"
409,"{'sdr': 7.338355779647827, 'r2': 0.8441873788833618, 'rmse': 0.024159182}"
410,"{'sdr': 4.98585432767868, 'r2': 0.7591513991355896, 'rmse': 0.031674318}"
411,"{'sdr': 5.30454695224762, 'r2': 0.7723124027252197, 'rmse': 0.030533226}"
412,"{'sdr': 2.2020597755908966, 'r2': 0.6241115629673004, 'rmse': 0.04364124}"
413,"{'sdr': 6.888631582260132, 'r2': 0.830076277256012, 'rmse': 0.025443006}"
414,"{'sdr': 4.656496942043304, 'r2': 0.7450116574764252, 'rmse': 0.032898434}"
415,"{'sdr': 6.1794739961624146, 'r2': 0.8057889342308044, 'rmse': 0.027607456}"
416,"{'sdr': 6.116403341293335, 'r2': 0.8035061359405518, 'rmse': 0.027808648}"
417,"{'sdr': 2.598245143890381, 'r2': 0.6452616155147552, 'rmse': 0.04169536}"
418,"{'sdr': 4.32800680398941, 'r2': 0.7303791046142578, 'rmse': 0.034166437}"
419,"{'sdr': 0.9960746765136719, 'r2': 0.5570882260799408, 'rmse': 0.05014138}"
420,"{'sdr': 0.591726116836071, 'r2': 0.5340093374252319, 'rmse': 0.052530758}"
421,"{'sdr': 2.360243797302246, 'r2': 0.6326183974742889, 'rmse': 0.042853646}"
422,"{'sdr': 1.4498770236968994, 'r2': 0.582700252532959, 'rmse': 0.047588952}"
423,"{'sdr': 2.727779746055603, 'r2': 0.6520556211471558, 'rmse': 0.041078165}"
424,"{'sdr': 5.43601930141449, 'r2': 0.777592271566391, 'rmse': 0.030074544}"
425,"{'sdr': 2.396450489759445, 'r2': 0.6345538198947906, 'rmse': 0.04267539}"
426,"{'sdr': 4.831905364990234, 'r2': 0.7526109963655472, 'rmse': 0.032240722}"
427,"{'sdr': 2.219911813735962, 'r2': 0.6250768303871155, 'rmse': 0.04355163}"
428,"{'sdr': 3.1760606169700623, 'r2': 0.6750936806201935, 'rmse': 0.039011892}"
429,"{'sdr': 3.48500519990921, 'r2': 0.6904983818531036, 'rmse': 0.037648685}"
430,"{'sdr': 2.7364304661750793, 'r2': 0.6525070369243622, 'rmse': 0.041037273}"
431,"{'sdr': 2.4067793786525726, 'r2': 0.6351051032543182, 'rmse': 0.042624667}"
432,"{'sdr': 2.0760948956012726, 'r2': 0.6172848343849182, 'rmse': 0.044278745}"
433,"{'sdr': 0.6284312903881073, 'r2': 0.536112904548645, 'rmse': 0.052309237}"
434,"{'sdr': 3.7883663177490234, 'r2': 0.7052246630191803, 'rmse': 0.036356468}"
435,"{'sdr': 2.482582777738571, 'r2': 0.6391410529613495, 'rmse': 0.042254295}"
436,"{'sdr': 4.936690032482147, 'r2': 0.757076770067215, 'rmse': 0.031854115}"
437,"{'sdr': 4.409452974796295, 'r2': 0.7340592741966248, 'rmse': 0.033847563}"
438,"{'sdr': 4.307682812213898, 'r2': 0.7294589579105377, 'rmse': 0.034246475}"
439,"{'sdr': 3.601333498954773, 'r2': 0.6961923241615295, 'rmse': 0.037147824}"
440,"{'sdr': 4.047963321208954, 'r2': 0.7174961864948273, 'rmse': 0.035285957}"
441,"{'sdr': 6.156055331230164, 'r2': 0.8049440383911133, 'rmse': 0.027681986}"
442,"{'sdr': 3.728622794151306, 'r2': 0.7023565769195557, 'rmse': 0.0366074}"
443,"{'sdr': 3.7494218349456787, 'r2': 0.7033563554286957, 'rmse': 0.036519848}"
444,"{'sdr': 3.775480091571808, 'r2': 0.7046065628528595, 'rmse': 0.036410447}"
445,"{'sdr': 1.2279527634382248, 'r2': 0.5702196657657623, 'rmse': 0.048820518}"
446,"{'sdr': 1.6961954534053802, 'r2': 0.5964182913303375, 'rmse': 0.046258356}"
447,"{'sdr': 5.217938423156738, 'r2': 0.7687883228063583, 'rmse': 0.030839203}"
448,"{'sdr': 2.265731692314148, 'r2': 0.6275439262390137, 'rmse': 0.043322492}"
449,"{'sdr': 1.169426143169403, 'r2': 0.5669136345386505, 'rmse': 0.04915059}"
450,"{'sdr': 2.511287033557892, 'r2': 0.6406633257865906, 'rmse': 0.042114895}"
451,"{'sdr': 3.492461144924164, 'r2': 0.690865159034729, 'rmse': 0.037616376}"
452,"{'sdr': 3.3702534437179565, 'r2': 0.6848239898681641, 'rmse': 0.038149368}"
453,"{'sdr': 4.238011837005615, 'r2': 0.7262815833091736, 'rmse': 0.03452228}"
454,"{'sdr': 3.503142297267914, 'r2': 0.6913903653621674, 'rmse': 0.037570145}"
455,"{'sdr': 4.9436309933662415, 'r2': 0.7573701292276382, 'rmse': 0.03182867}"
456,"{'sdr': 8.25487196445465, 'r2': 0.869976818561554, 'rmse': 0.021739844}"
457,"{'sdr': 2.152266800403595, 'r2': 0.6214194297790527, 'rmse': 0.043892134}"
458,"{'sdr': 3.690461218357086, 'r2': 0.7005167901515961, 'rmse': 0.03676859}"
459,"{'sdr': 3.6681637167930603, 'r2': 0.6994382739067078, 'rmse': 0.0368631}"
460,"{'sdr': 6.689172983169556, 'r2': 0.8234995603561401, 'rmse': 0.02603403}"
461,"{'sdr': 6.782153248786926, 'r2': 0.8265897780656815, 'rmse': 0.025756827}"
462,"{'sdr': 5.021598935127258, 'r2': 0.7606540471315384, 'rmse': 0.03154424}"
463,"{'sdr': 1.3346883654594421, 'r2': 0.5762320160865784, 'rmse': 0.04822426}"
464,"{'sdr': 3.2594943046569824, 'r2': 0.6792952120304108, 'rmse': 0.03863895}"
465,"{'sdr': 4.011794328689575, 'r2': 0.7158054411411285, 'rmse': 0.035433196}"
466,"{'sdr': 5.181009769439697, 'r2': 0.7672695219516754, 'rmse': 0.0309706}"
467,"{'sdr': 4.27786648273468, 'r2': 0.7281050682067871, 'rmse': 0.034364235}"
468,"{'sdr': 1.9620683789253235, 'r2': 0.6110630035400391, 'rmse': 0.044863854}"
469,"{'sdr': 4.921396374702454, 'r2': 0.7564280331134796, 'rmse': 0.031910248}"
470,"{'sdr': 2.5005164742469788, 'r2': 0.640092134475708, 'rmse': 0.042167153}"
471,"{'sdr': 2.008453458547592, 'r2': 0.613596498966217, 'rmse': 0.04462491}"
472,"{'sdr': 5.778478980064392, 'r2': 0.7909306883811951, 'rmse': 0.028911864}"
473,"{'sdr': 2.1440303325653076, 'r2': 0.6209807693958282, 'rmse': 0.04393377}"
474,"{'sdr': 2.9899710416793823, 'r2': 0.665625661611557, 'rmse': 0.03985671}"
475,"{'sdr': 4.364432394504547, 'r2': 0.7320302128791809, 'rmse': 0.034023453}"
476,"{'sdr': 2.0924486219882965, 'r2': 0.6181738376617432, 'rmse': 0.04419545}"
477,"{'sdr': 3.896988034248352, 'r2': 0.7103973031044006, 'rmse': 0.035904642}"
478,"{'sdr': 5.528577566146851, 'r2': 0.7812561690807343, 'rmse': 0.02975577}"
479,"{'sdr': 2.148469239473343, 'r2': 0.621213972568512, 'rmse': 0.043911323}"
480,"{'sdr': 5.551697015762329, 'r2': 0.7821640968322754, 'rmse': 0.029676672}"
481,"{'sdr': 7.016989588737488, 'r2': 0.8342001438140869, 'rmse': 0.025069783}"
482,"{'sdr': 4.682479500770569, 'r2': 0.7461413443088531, 'rmse': 0.03280016}"
483,"{'sdr': 4.424617290496826, 'r2': 0.7347409427165985, 'rmse': 0.033788517}"
484,"{'sdr': 3.826293647289276, 'r2': 0.7070371508598328, 'rmse': 0.03619806}"
485,"{'sdr': 6.438043117523193, 'r2': 0.8149354308843613, 'rmse': 0.026797721}"
486,"{'sdr': 6.106235980987549, 'r2': 0.8031350672245026, 'rmse': 0.027841214}"
487,"{'sdr': 0.8190038055181503, 'r2': 0.5470062792301178, 'rmse': 0.051174056}"
488,"{'sdr': 9.3100506067276, 'r2': 0.895078718662262, 'rmse': 0.01925296}"
489,"{'sdr': 3.619557023048401, 'r2': 0.6970804631710052, 'rmse': 0.037069965}"
490,"{'sdr': 6.452996134757996, 'r2': 0.8154559135437012, 'rmse': 0.026751628}"
491,"{'sdr': 2.138601243495941, 'r2': 0.6206789314746857, 'rmse': 0.043961238}"
492,"{'sdr': 3.7797898054122925, 'r2': 0.704814076423645, 'rmse': 0.036392383}"
493,"{'sdr': 3.199772536754608, 'r2': 0.6762900352478027, 'rmse': 0.038905535}"
494,"{'sdr': 3.334891200065613, 'r2': 0.6830654740333557, 'rmse': 0.038305}"
495,"{'sdr': 2.6590165495872498, 'r2': 0.6484546959400177, 'rmse': 0.041404657}"
496,"{'sdr': 2.633182108402252, 'r2': 0.6470982432365417, 'rmse': 0.04152799}"
497,"{'sdr': 3.7063252925872803, 'r2': 0.7012827396392822, 'rmse': 0.036701493}"
498,"{'sdr': 8.039349913597107, 'r2': 0.8642588704824448, 'rmse': 0.022286018}"
499,"{'sdr': 8.227760195732117, 'r2': 0.8692687749862671, 'rmse': 0.021807808}"
500,"{'sdr': 3.1112608313560486, 'r2': 0.6718122661113739, 'rmse': 0.039304018}"
501,"{'sdr': 8.702911734580994, 'r2': 0.881208248436451, 'rmse': 0.020646881}"
502,"{'sdr': 6.575035452842712, 'r2': 0.8196461945772171, 'rmse': 0.026378388}"
503,"{'sdr': 3.0098122358322144, 'r2': 0.6666518747806549, 'rmse': 0.03976577}"
504,"{'sdr': 2.975410223007202, 'r2': 0.664879560470581, 'rmse': 0.039923582}"
505,"{'sdr': 3.7830790877342224, 'r2': 0.7049711048603058, 'rmse': 0.036378603}"
506,"{'sdr': 7.44225800037384, 'r2': 0.8473079800605774, 'rmse': 0.023871906}"
507,"{'sdr': 5.780050754547119, 'r2': 0.79099041223526, 'rmse': 0.028906634}"
508,"{'sdr': 4.1730797290802, 'r2': 0.7232993841171265, 'rmse': 0.03478132}"
509,"{'sdr': 4.007944464683533, 'r2': 0.7156253159046173, 'rmse': 0.035448898}"
510,"{'sdr': 5.239328145980835, 'r2': 0.7696613222360611, 'rmse': 0.030763349}"
511,"{'sdr': 3.477570414543152, 'r2': 0.6901327073574066, 'rmse': 0.037680913}"
512,"{'sdr': 3.131941258907318, 'r2': 0.6728611290454865, 'rmse': 0.03921055}"
513,"{'sdr': 2.8522539138793945, 'r2': 0.6585310399532318, 'rmse': 0.040493686}"
514,"{'sdr': 2.800185978412628, 'r2': 0.6558303236961365, 'rmse': 0.04073716}"
515,"{'sdr': 3.7327569723129272, 'r2': 0.7025558948516846, 'rmse': 0.036589976}"
516,"{'sdr': 6.067413687705994, 'r2': 0.8017195463180542, 'rmse': 0.027965935}"
517,"{'sdr': 5.922757983207703, 'r2': 0.7963709533214569, 'rmse': 0.028435582}"
518,"{'sdr': 4.154380559921265, 'r2': 0.7224406599998474, 'rmse': 0.034856275}"
519,"{'sdr': 4.125949740409851, 'r2': 0.7211214005947113, 'rmse': 0.034970555}"
520,"{'sdr': 2.517736852169037, 'r2': 0.6410053968429565, 'rmse': 0.04208362}"
521,"{'sdr': 2.0450550317764282, 'r2': 0.6155981123447418, 'rmse': 0.044437256}"
522,"{'sdr': 10.333572626113892, 'r2': 0.9152418375015259, 'rmse': 0.01711281}"
523,"{'sdr': 3.7773674726486206, 'r2': 0.704697996377945, 'rmse': 0.03640254}"
524,"{'sdr': 4.008957743644714, 'r2': 0.715672641992569, 'rmse': 0.03544477}"
525,"{'sdr': 6.58308744430542, 'r2': 0.8199208825826645, 'rmse': 0.026353948}"
526,"{'sdr': 7.084593772888184, 'r2': 0.8363464325666428, 'rmse': 0.024875415}"
527,"{'sdr': 2.880144715309143, 'r2': 0.6599739491939545, 'rmse': 0.040363867}"
528,"{'sdr': 2.1181587874889374, 'r2': 0.6195602118968964, 'rmse': 0.044064827}"
529,"{'sdr': 2.9628583788871765, 'r2': 0.6642347872257233, 'rmse': 0.039981317}"
530,"{'sdr': 2.6545697450637817, 'r2': 0.6482236087322235, 'rmse': 0.04142586}"
531,"{'sdr': 4.848077595233917, 'r2': 0.7533037960529327, 'rmse': 0.032180745}"
532,"{'sdr': 7.2168660163879395, 'r2': 0.8404723107814789, 'rmse': 0.02449947}"
533,"{'sdr': 3.502001464366913, 'r2': 0.6913346648216248, 'rmse': 0.03757508}"
534,"{'sdr': 4.696424901485443, 'r2': 0.7467546463012695, 'rmse': 0.032747544}"
535,"{'sdr': 4.657963514328003, 'r2': 0.7450774908065796, 'rmse': 0.03289288}"
536,"{'sdr': 1.9975489377975464, 'r2': 0.6129951179027557, 'rmse': 0.04468097}"
537,"{'sdr': 2.029011696577072, 'r2': 0.6147191226482391, 'rmse': 0.044519413}"
538,"{'sdr': 6.77278995513916, 'r2': 0.8262806981801987, 'rmse': 0.025784608}"
539,"{'sdr': 3.7066203355789185, 'r2': 0.7012973129749298, 'rmse': 0.03670024}"
540,"{'sdr': 3.9424610137939453, 'r2': 0.7125471532344818, 'rmse': 0.035717163}"
541,"{'sdr': 4.687700271606445, 'r2': 0.7463749349117279, 'rmse': 0.032780457}"
542,"{'sdr': 2.3895086348056793, 'r2': 0.6341827809810638, 'rmse': 0.04270951}"
543,"{'sdr': 4.87965852022171, 'r2': 0.75465227663517, 'rmse': 0.032063954}"
544,"{'sdr': 2.503707706928253, 'r2': 0.6402613818645477, 'rmse': 0.042151656}"
545,"{'sdr': 3.177335560321808, 'r2': 0.6751581728458405, 'rmse': 0.03900617}"
546,"{'sdr': 4.291199445724487, 'r2': 0.728705495595932, 'rmse': 0.034311526}"
547,"{'sdr': 1.7346689105033875, 'r2': 0.5985473096370697, 'rmse': 0.04605391}"
548,"{'sdr': 5.418216586112976, 'r2': 0.7768824398517609, 'rmse': 0.03013625}"
549,"{'sdr': 4.093331694602966, 'r2': 0.7196093499660492, 'rmse': 0.035102125}"
550,"{'sdr': 5.032387375831604, 'r2': 0.7611039727926254, 'rmse': 0.03150509}"
551,"{'sdr': 5.95828652381897, 'r2': 0.7976948320865631, 'rmse': 0.028319506}"
552,"{'sdr': 2.5559380650520325, 'r2': 0.6430270075798035, 'rmse': 0.041898947}"
553,"{'sdr': 6.682977676391602, 'r2': 0.8232920914888382, 'rmse': 0.026052602}"
554,"{'sdr': 2.876434028148651, 'r2': 0.659782201051712, 'rmse': 0.04038112}"
555,"{'sdr': 2.9229509830474854, 'r2': 0.6621821224689484, 'rmse': 0.040165436}"
556,"{'sdr': 2.220716029405594, 'r2': 0.6251202821731567, 'rmse': 0.043547597}"
557,"{'sdr': 5.379384160041809, 'r2': 0.7753288149833679, 'rmse': 0.030271273}"
558,"{'sdr': 4.79674369096756, 'r2': 0.7511003464460373, 'rmse': 0.0323715}"
559,"{'sdr': 3.007562756538391, 'r2': 0.6665264070034027, 'rmse': 0.039776076}"
560,"{'sdr': 7.378316521644592, 'r2': 0.8453941494226456, 'rmse': 0.02404829}"
561,"{'sdr': 2.836928963661194, 'r2': 0.6577363908290863, 'rmse': 0.040565193}"
562,"{'sdr': 1.2896955013275146, 'r2': 0.5736999809741974, 'rmse': 0.048474714}"
563,"{'sdr': 6.056981086730957, 'r2': 0.8013369143009186, 'rmse': 0.027999545}"
564,"{'sdr': 1.5939019620418549, 'r2': 0.5907364189624786, 'rmse': 0.04680636}"
565,"{'sdr': 2.068101316690445, 'r2': 0.6168496608734131, 'rmse': 0.044319514}"
