,speech
1838,"{'sdr': 4.505859613418579, 'r2': 0.7383692860603333, 'rmse': 0.03347396}"
1839,"{'sdr': 6.207330226898193, 'r2': 0.806790366768837, 'rmse': 0.027519058}"
1840,"{'sdr': 3.000047504901886, 'r2': 0.6661410629749298, 'rmse': 0.0398105}"
1841,"{'sdr': 3.659762442111969, 'r2': 0.6990317404270172, 'rmse': 0.036898773}"
1842,"{'sdr': 2.227950841188431, 'r2': 0.625510960817337, 'rmse': 0.04351135}"
1843,"{'sdr': 4.238463044166565, 'r2': 0.7263006567955017, 'rmse': 0.03452048}"
1844,"{'sdr': 4.534414112567902, 'r2': 0.739637941122055, 'rmse': 0.033364087}"
1845,"{'sdr': 2.383855879306793, 'r2': 0.6338810920715332, 'rmse': 0.042737313}"
1846,"{'sdr': 9.881460666656494, 'r2': 0.906808115541935, 'rmse': 0.018027147}"
1847,"{'sdr': 3.045019507408142, 'r2': 0.6684408485889435, 'rmse': 0.039604913}"
1848,"{'sdr': 4.3758901953697205, 'r2': 0.7325443625450134, 'rmse': 0.033978608}"
1849,"{'sdr': 7.799710631370544, 'r2': 0.8576551675796509, 'rmse': 0.02290944}"
1850,"{'sdr': 3.333626091480255, 'r2': 0.6830004751682281, 'rmse': 0.038310584}"
1851,"{'sdr': 4.643209874629974, 'r2': 0.7444328665733337, 'rmse': 0.032948792}"
1852,"{'sdr': 4.738075137138367, 'r2': 0.7485670149326324, 'rmse': 0.032590892}"
1853,"{'sdr': 4.701210260391235, 'r2': 0.746965616941452, 'rmse': 0.032729514}"
1854,"{'sdr': 4.121075868606567, 'r2': 0.7208956778049469, 'rmse': 0.034990184}"
1855,"{'sdr': 2.7321845293045044, 'r2': 0.6522870361804962, 'rmse': 0.04105734}"
1856,"{'sdr': 6.703477501869202, 'r2': 0.8239786475896835, 'rmse': 0.025991186}"
1857,"{'sdr': 2.962474226951599, 'r2': 0.6642145216464996, 'rmse': 0.039983086}"
1858,"{'sdr': 2.9616692662239075, 'r2': 0.6641736030578613, 'rmse': 0.03998679}"
1859,"{'sdr': 1.8930348753929138, 'r2': 0.6072743833065033, 'rmse': 0.045221843}"
1860,"{'sdr': 1.7494900524616241, 'r2': 0.5993686616420746, 'rmse': 0.0459754}"
1861,"{'sdr': 4.882863461971283, 'r2': 0.7547900378704071, 'rmse': 0.032052126}"
1862,"{'sdr': 3.4744614362716675, 'r2': 0.689979761838913, 'rmse': 0.03769441}"
1863,"{'sdr': 5.562621355056763, 'r2': 0.7825928330421448, 'rmse': 0.029639367}"
1864,"{'sdr': 1.6866417229175568, 'r2': 0.5958887040615082, 'rmse': 0.04630927}"
1865,"{'sdr': 5.3265392780303955, 'r2': 0.7732020616531372, 'rmse': 0.030456012}"
1866,"{'sdr': 6.729196310043335, 'r2': 0.8248349875211716, 'rmse': 0.025914345}"
1867,"{'sdr': 6.197599172592163, 'r2': 0.8064410835504532, 'rmse': 0.027549904}"
1868,"{'sdr': 1.5431888401508331, 'r2': 0.5879096388816833, 'rmse': 0.047080446}"
1869,"{'sdr': 2.8972741961479187, 'r2': 0.6608583629131317, 'rmse': 0.040284343}"
1870,"{'sdr': 5.157902836799622, 'r2': 0.7663166373968124, 'rmse': 0.031053094}"
1871,"{'sdr': 6.312090158462524, 'r2': 0.8105231076478958, 'rmse': 0.027189143}"
1872,"{'sdr': 2.45571568608284, 'r2': 0.6377162039279938, 'rmse': 0.0423852}"
1873,"{'sdr': 2.7013400197029114, 'r2': 0.6506746709346771, 'rmse': 0.0412034}"
1874,"{'sdr': 3.903515934944153, 'r2': 0.7107064425945282, 'rmse': 0.035877667}"
1875,"{'sdr': 2.9618269205093384, 'r2': 0.6641816794872284, 'rmse': 0.03998607}"
1876,"{'sdr': 6.733423471450806, 'r2': 0.8249723464250565, 'rmse': 0.025901733}"
1877,"{'sdr': 9.660970568656921, 'r2': 0.9024319797754288, 'rmse': 0.018490622}"
1878,"{'sdr': 2.305624336004257, 'r2': 0.629690408706665, 'rmse': 0.04312397}"
1879,"{'sdr': 7.152777910232544, 'r2': 0.8384832292795181, 'rmse': 0.024680907}"
1880,"{'sdr': 9.388411045074463, 'r2': 0.896762527525425, 'rmse': 0.01908005}"
1881,"{'sdr': 6.488412618637085, 'r2': 0.8166771531105042, 'rmse': 0.02664277}"
1882,"{'sdr': 2.0493897795677185, 'r2': 0.6158330738544464, 'rmse': 0.044415087}"
1883,"{'sdr': 4.960652589797974, 'r2': 0.7580888718366623, 'rmse': 0.031766355}"
1884,"{'sdr': 3.102947771549225, 'r2': 0.6713903248310089, 'rmse': 0.039341655}"
1885,"{'sdr': 7.238885760307312, 'r2': 0.841151162981987, 'rmse': 0.024437444}"
1886,"{'sdr': 3.4680718183517456, 'r2': 0.6896636188030243, 'rmse': 0.037722148}"
1887,"{'sdr': 4.61903303861618, 'r2': 0.7433715462684631, 'rmse': 0.033040635}"
1888,"{'sdr': 6.93026065826416, 'r2': 0.8314233273267746, 'rmse': 0.025321359}"
1889,"{'sdr': 4.292490482330322, 'r2': 0.7287691533565521, 'rmse': 0.034306426}"
1890,"{'sdr': 3.550405502319336, 'r2': 0.69370898604393, 'rmse': 0.03736627}"
1891,"{'sdr': 2.512902021408081, 'r2': 0.6407467722892761, 'rmse': 0.042107064}"
1892,"{'sdr': 4.803777039051056, 'r2': 0.751403346657753, 'rmse': 0.0323453}"
1893,"{'sdr': 3.801867663860321, 'r2': 0.705870658159256, 'rmse': 0.0363}"
1894,"{'sdr': 9.655342698097229, 'r2': 0.9023115038871765, 'rmse': 0.018502602}"
1895,"{'sdr': 3.11411589384079, 'r2': 0.671957403421402, 'rmse': 0.039291102}"
1896,"{'sdr': 5.0330013036727905, 'r2': 0.7611277550458908, 'rmse': 0.031502854}"
1897,"{'sdr': 4.034975469112396, 'r2': 0.7168900966644287, 'rmse': 0.035338756}"
1898,"{'sdr': 2.8311464190483093, 'r2': 0.6574377715587616, 'rmse': 0.04059221}"
1899,"{'sdr': 3.5000890493392944, 'r2': 0.6912407577037811, 'rmse': 0.037583355}"
1900,"{'sdr': 7.586367726325989, 'r2': 0.8515536785125732, 'rmse': 0.023479111}"
1901,"{'sdr': 4.889282286167145, 'r2': 0.7550626248121262, 'rmse': 0.032028444}"
1902,"{'sdr': 3.255707621574402, 'r2': 0.6791033148765564, 'rmse': 0.0386558}"
1903,"{'sdr': 3.9470690488815308, 'r2': 0.7127639353275299, 'rmse': 0.03569822}"
1904,"{'sdr': 4.809853732585907, 'r2': 0.7516642510890961, 'rmse': 0.032322675}"
1905,"{'sdr': 2.303897738456726, 'r2': 0.6295978128910065, 'rmse': 0.043132547}"
1906,"{'sdr': 5.952542424201965, 'r2': 0.7974809110164642, 'rmse': 0.028338242}"
1907,"{'sdr': 4.390205442905426, 'r2': 0.7331953346729279, 'rmse': 0.03392265}"
1908,"{'sdr': 6.91023051738739, 'r2': 0.8307763785123825, 'rmse': 0.025379814}"
1909,"{'sdr': 3.9743664860725403, 'r2': 0.7140490412712097, 'rmse': 0.035586208}"
1910,"{'sdr': 4.247719645500183, 'r2': 0.726725846529007, 'rmse': 0.034483716}"
1911,"{'sdr': 2.9015204310417175, 'r2': 0.6610777676105499, 'rmse': 0.04026465}"
1912,"{'sdr': 5.320229530334473, 'r2': 0.7729468643665314, 'rmse': 0.030478146}"
1913,"{'sdr': 2.9473668336868286, 'r2': 0.6634384095668793, 'rmse': 0.040052693}"
1914,"{'sdr': 3.753615617752075, 'r2': 0.703558623790741, 'rmse': 0.036502216}"
1915,"{'sdr': 2.9152220487594604, 'r2': 0.6617838740348816, 'rmse': 0.04020119}"
1916,"{'sdr': 2.481907308101654, 'r2': 0.6391063034534454, 'rmse': 0.042257585}"
1917,"{'sdr': 3.499273359775543, 'r2': 0.6911933422088623, 'rmse': 0.037586883}"
1918,"{'sdr': 2.8285080194473267, 'r2': 0.6573006808757782, 'rmse': 0.040604543}"
1919,"{'sdr': 5.972731113433838, 'r2': 0.7982308864593506, 'rmse': 0.028272456}"
1920,"{'sdr': 2.6983386278152466, 'r2': 0.6505178213119507, 'rmse': 0.04121764}"
1921,"{'sdr': 3.912283778190613, 'r2': 0.7111205160617828, 'rmse': 0.035841465}"
1922,"{'sdr': 0.6858403980731964, 'r2': 0.5393983125686646, 'rmse': 0.051964644}"
1923,"{'sdr': 1.4028692245483398, 'r2': 0.5800609588623047, 'rmse': 0.047847204}"
1924,"{'sdr': 6.153101325035095, 'r2': 0.8048371225595474, 'rmse': 0.027691402}"
1925,"{'sdr': 4.514090418815613, 'r2': 0.7387324273586273, 'rmse': 0.03344225}"
1926,"{'sdr': 2.077930122613907, 'r2': 0.6173844933509827, 'rmse': 0.044269387}"
1927,"{'sdr': 1.4903871715068817, 'r2': 0.584961324930191, 'rmse': 0.04736752}"
1928,"{'sdr': 2.8291520476341248, 'r2': 0.6573323309421539, 'rmse': 0.04060153}"
1929,"{'sdr': 2.8607165813446045, 'r2': 0.6589698195457458, 'rmse': 0.040454257}"
1930,"{'sdr': 6.345871686935425, 'r2': 0.8117134869098663, 'rmse': 0.027083606}"
1931,"{'sdr': 2.1263132989406586, 'r2': 0.6200125515460968, 'rmse': 0.044023477}"
1932,"{'sdr': 3.292172849178314, 'r2': 0.6809286773204803, 'rmse': 0.038493853}"
1933,"{'sdr': 5.844229459762573, 'r2': 0.7934272438287735, 'rmse': 0.028693832}"
1934,"{'sdr': 2.7398571372032166, 'r2': 0.65268474817276, 'rmse': 0.041021086}"
1935,"{'sdr': 6.545282006263733, 'r2': 0.8186319470405579, 'rmse': 0.026468905}"
1936,"{'sdr': 0.8198826014995575, 'r2': 0.5470564365386963, 'rmse': 0.05116887}"
1937,"{'sdr': 0.6947456300258636, 'r2': 0.5399077832698822, 'rmse': 0.05191139}"
1938,"{'sdr': 3.494662642478943, 'r2': 0.6909737288951874, 'rmse': 0.037606843}"
1939,"{'sdr': 2.9733943939208984, 'r2': 0.6647754311561584, 'rmse': 0.039932847}"
1940,"{'sdr': 5.06971001625061, 'r2': 0.7626653015613556, 'rmse': 0.031369995}"
1941,"{'sdr': 3.707645833492279, 'r2': 0.7013472616672516, 'rmse': 0.036695912}"
1942,"{'sdr': 5.578046441078186, 'r2': 0.7831964790821075, 'rmse': 0.029586777}"
1943,"{'sdr': 10.032594203948975, 'r2': 0.9097067341208458, 'rmse': 0.01771619}"
1944,"{'sdr': 2.475728392601013, 'r2': 0.6387768983840942, 'rmse': 0.04228766}"
1945,"{'sdr': 4.820351302623749, 'r2': 0.7521156072616577, 'rmse': 0.032283638}"
1946,"{'sdr': 2.7529355883598328, 'r2': 0.6533703505992889, 'rmse': 0.040959362}"
1947,"{'sdr': 3.249531090259552, 'r2': 0.6787932217121124, 'rmse': 0.038683295}"
1948,"{'sdr': 0.11753777973353863, 'r2': 0.5067643523216248, 'rmse': 0.05547829}"
1949,"{'sdr': 2.4878057837486267, 'r2': 0.63941690325737, 'rmse': 0.0422289}"
1950,"{'sdr': 7.38041877746582, 'r2': 0.845459908246994, 'rmse': 0.024042469}"
1951,"{'sdr': 2.6296234130859375, 'r2': 0.6469118297100067, 'rmse': 0.041545007}"
1952,"{'sdr': 2.1239852905273438, 'r2': 0.6198862195014954, 'rmse': 0.04403528}"
1953,"{'sdr': 3.3831119537353516, 'r2': 0.6854626536369324, 'rmse': 0.038092934}"
1954,"{'sdr': 4.321633875370026, 'r2': 0.7300927042961121, 'rmse': 0.03419151}"
1955,"{'sdr': 3.82624089717865, 'r2': 0.7070340216159821, 'rmse': 0.036198284}"
1956,"{'sdr': 2.508234977722168, 'r2': 0.6405012607574463, 'rmse': 0.0421297}"
1957,"{'sdr': 4.081393778324127, 'r2': 0.7190543115139008, 'rmse': 0.035150405}"
1958,"{'sdr': 4.209534227848053, 'r2': 0.7249759137630463, 'rmse': 0.034635644}"
1959,"{'sdr': 2.2354865074157715, 'r2': 0.625916987657547, 'rmse': 0.043473605}"
1960,"{'sdr': 1.2499788403511047, 'r2': 0.5714629590511322, 'rmse': 0.04869687}"
1961,"{'sdr': 3.912884294986725, 'r2': 0.7111487984657288, 'rmse': 0.035838995}"
1962,"{'sdr': 2.962227761745453, 'r2': 0.6642022728919983, 'rmse': 0.03998422}"
1963,"{'sdr': 1.6348186135292053, 'r2': 0.593013197183609, 'rmse': 0.04658639}"
1964,"{'sdr': 3.8353997468948364, 'r2': 0.7074710726737976, 'rmse': 0.036160138}"
1965,"{'sdr': 3.3649179339408875, 'r2': 0.6845550835132599, 'rmse': 0.03817281}"
1966,"{'sdr': 2.437910884618759, 'r2': 0.636764794588089, 'rmse': 0.04247217}"
1967,"{'sdr': 3.531501293182373, 'r2': 0.6927817761898041, 'rmse': 0.037447684}"
1968,"{'sdr': 3.0194908380508423, 'r2': 0.6671237647533417, 'rmse': 0.039721478}"
1969,"{'sdr': 3.8023987412452698, 'r2': 0.7058960497379303, 'rmse': 0.03629778}"
1970,"{'sdr': 5.166056752204895, 'r2': 0.7666550576686859, 'rmse': 0.031023959}"
1971,"{'sdr': 6.228634715080261, 'r2': 0.8075516372919083, 'rmse': 0.027451636}"
1972,"{'sdr': 9.591781497001648, 'r2': 0.9010174125432968, 'rmse': 0.018638497}"
1973,"{'sdr': 4.021393656730652, 'r2': 0.7162525057792664, 'rmse': 0.035394058}"
1974,"{'sdr': 6.28851056098938, 'r2': 0.8096879124641418, 'rmse': 0.02726305}"
1975,"{'sdr': 2.9150742292404175, 'r2': 0.6617766320705414, 'rmse': 0.04020188}"
1976,"{'sdr': 3.1682732701301575, 'r2': 0.6746976971626282, 'rmse': 0.039046876}"
1977,"{'sdr': 3.491673469543457, 'r2': 0.6908268332481384, 'rmse': 0.03761979}"
1978,"{'sdr': 3.5849064588546753, 'r2': 0.6953929960727692, 'rmse': 0.037218146}"
1979,"{'sdr': 6.16870641708374, 'r2': 0.8054014146327972, 'rmse': 0.027641699}"
1980,"{'sdr': 4.18537974357605, 'r2': 0.7238658666610718, 'rmse': 0.0347321}"
1981,"{'sdr': 4.492249488830566, 'r2': 0.7377630472183228, 'rmse': 0.033526447}"
1982,"{'sdr': 2.1572768688201904, 'r2': 0.6216912567615509, 'rmse': 0.04386682}"
1983,"{'sdr': 2.831912338733673, 'r2': 0.6574772000312805, 'rmse': 0.04058863}"
1984,"{'sdr': 2.1498848497867584, 'r2': 0.6212904751300812, 'rmse': 0.04390417}"
1985,"{'sdr': 2.0904380083084106, 'r2': 0.6180644035339355, 'rmse': 0.044205688}"
1986,"{'sdr': 4.759243428707123, 'r2': 0.7494826018810272, 'rmse': 0.032511562}"
1987,"{'sdr': 4.934991896152496, 'r2': 0.7570038437843323, 'rmse': 0.031860348}"
1988,"{'sdr': 2.6431313157081604, 'r2': 0.6476219892501831, 'rmse': 0.04148045}"
1989,"{'sdr': 3.3773240447044373, 'r2': 0.68517205119133, 'rmse': 0.038118325}"
1990,"{'sdr': 4.753286242485046, 'r2': 0.7492230832576752, 'rmse': 0.03253387}"
1991,"{'sdr': 4.871024191379547, 'r2': 0.7542846202850342, 'rmse': 0.032095846}"
1992,"{'sdr': 4.880959391593933, 'r2': 0.7547082453966141, 'rmse': 0.032059155}"
1993,"{'sdr': 4.352246820926666, 'r2': 0.7314795255661011, 'rmse': 0.034071222}"
1994,"{'sdr': 2.437438666820526, 'r2': 0.6367354094982147, 'rmse': 0.042474482}"
1995,"{'sdr': 3.9572495222091675, 'r2': 0.7132467329502106, 'rmse': 0.035656404}"
1996,"{'sdr': 5.940777063369751, 'r2': 0.7970460951328278, 'rmse': 0.028376654}"
1997,"{'sdr': 4.043907821178436, 'r2': 0.7173072695732117, 'rmse': 0.03530243}"
1998,"{'sdr': 7.061790823936462, 'r2': 0.8356238603591919, 'rmse': 0.024940802}"
1999,"{'sdr': 4.962044358253479, 'r2': 0.7581479698419571, 'rmse': 0.031761266}"
2000,"{'sdr': 1.5710695087909698, 'r2': 0.5894644856452942, 'rmse': 0.04692956}"
2001,"{'sdr': 3.234671652317047, 'r2': 0.6780458986759186, 'rmse': 0.03874953}"
2002,"{'sdr': 2.761622965335846, 'r2': 0.6538229882717133, 'rmse': 0.04091842}"
2003,"{'sdr': 0.6121429428458214, 'r2': 0.5351802706718445, 'rmse': 0.052407436}"
2004,"{'sdr': 6.371107697486877, 'r2': 0.8126015514135361, 'rmse': 0.027005028}"
2005,"{'sdr': 3.7575557827949524, 'r2': 0.703747034072876, 'rmse': 0.03648566}"
2006,"{'sdr': 5.001406669616699, 'r2': 0.7598059624433517, 'rmse': 0.03161766}"
2007,"{'sdr': 7.550584077835083, 'r2': 0.8505074977874756, 'rmse': 0.023576036}"
2008,"{'sdr': 4.431256353855133, 'r2': 0.7350368499755859, 'rmse': 0.0337627}"
2009,"{'sdr': 4.531992077827454, 'r2': 0.7395298779010773, 'rmse': 0.033373393}"
2010,"{'sdr': 2.926945984363556, 'r2': 0.662388265132904, 'rmse': 0.040146966}"
2011,"{'sdr': 2.9641860723495483, 'r2': 0.6643022298812866, 'rmse': 0.039975204}"
2012,"{'sdr': 4.621042013168335, 'r2': 0.7434588968753815, 'rmse': 0.033032995}"
2013,"{'sdr': 2.073756158351898, 'r2': 0.6171587109565735, 'rmse': 0.044290673}"
2014,"{'sdr': 3.7202268838882446, 'r2': 0.7019521296024323, 'rmse': 0.036642797}"
2015,"{'sdr': 2.8768229484558105, 'r2': 0.6598021686077118, 'rmse': 0.04037931}"
2016,"{'sdr': 3.7812259793281555, 'r2': 0.7048836052417755, 'rmse': 0.036386367}"
2017,"{'sdr': 2.5348925590515137, 'r2': 0.6419138014316559, 'rmse': 0.042000584}"
2018,"{'sdr': 3.3143019676208496, 'r2': 0.6820368468761444, 'rmse': 0.0383959}"
2019,"{'sdr': 4.867036044597626, 'r2': 0.7541141510009766, 'rmse': 0.032110587}"
2020,"{'sdr': 4.141806960105896, 'r2': 0.7218550443649292, 'rmse': 0.034906767}"
2021,"{'sdr': 5.99458634853363, 'r2': 0.7990414500236511, 'rmse': 0.028201401}"
2022,"{'sdr': 4.859655499458313, 'r2': 0.7537982612848282, 'rmse': 0.032137886}"
2023,"{'sdr': 3.8187527656555176, 'r2': 0.7066798806190491, 'rmse': 0.036229502}"
2024,"{'sdr': 6.539931893348694, 'r2': 0.8184480518102646, 'rmse': 0.026485214}"
2025,"{'sdr': 3.791421949863434, 'r2': 0.7053731381893158, 'rmse': 0.036343683}"
2026,"{'sdr': 5.293328166007996, 'r2': 0.7718560099601746, 'rmse': 0.030572684}"
2027,"{'sdr': 5.596317648887634, 'r2': 0.7839094251394272, 'rmse': 0.029524606}"
2028,"{'sdr': 6.946775913238525, 'r2': 0.8319565653800964, 'rmse': 0.02527326}"
2029,"{'sdr': 1.7474985122680664, 'r2': 0.5992591977119446, 'rmse': 0.04598594}"
2030,"{'sdr': 1.9540901482105255, 'r2': 0.6106263697147369, 'rmse': 0.044905085}"
2031,"{'sdr': 2.982426881790161, 'r2': 0.6652361154556274, 'rmse': 0.03989134}"
2032,"{'sdr': 1.262740045785904, 'r2': 0.5721814036369324, 'rmse': 0.048625384}"
2033,"{'sdr': 3.785546123981476, 'r2': 0.705090194940567, 'rmse': 0.03636828}"
2034,"{'sdr': 3.5236603021621704, 'r2': 0.6923975050449371, 'rmse': 0.0374815}"
2035,"{'sdr': 2.1883082389831543, 'r2': 0.6233686804771423, 'rmse': 0.043710385}"
2036,"{'sdr': 4.934370517730713, 'r2': 0.7569777369499207, 'rmse': 0.031862624}"
2037,"{'sdr': 6.557357907295227, 'r2': 0.8190448582172394, 'rmse': 0.026432127}"
2038,"{'sdr': 7.930164337158203, 'r2': 0.8612836301326752, 'rmse': 0.022567935}"
2039,"{'sdr': 3.0833005905151367, 'r2': 0.6703914701938629, 'rmse': 0.039430745}"
2040,"{'sdr': 1.6800251603126526, 'r2': 0.5955217778682709, 'rmse': 0.046344556}"
2041,"{'sdr': 3.354542851448059, 'r2': 0.684042364358902, 'rmse': 0.03821844}"
2042,"{'sdr': 4.23180490732193, 'r2': 0.725997269153595, 'rmse': 0.03454696}"
2043,"{'sdr': 3.016866147518158, 'r2': 0.6670025289058685, 'rmse': 0.039733488}"
2044,"{'sdr': 2.873889207839966, 'r2': 0.6596494615077972, 'rmse': 0.04039295}"
2045,"{'sdr': 3.7572064995765686, 'r2': 0.7037310600280762, 'rmse': 0.036487132}"
2046,"{'sdr': 2.6481208205223083, 'r2': 0.6478842198848724, 'rmse': 0.041456625}"
2047,"{'sdr': 1.3586382567882538, 'r2': 0.5775777399539948, 'rmse': 0.04809147}"
2048,"{'sdr': 4.131854772567749, 'r2': 0.7213953733444214, 'rmse': 0.034946788}"
2049,"{'sdr': 3.574792444705963, 'r2': 0.6948992311954498, 'rmse': 0.0372615}"
2050,"{'sdr': 7.27043092250824, 'r2': 0.8421192467212677, 'rmse': 0.024348853}"
2051,"{'sdr': 3.896231949329376, 'r2': 0.7103648483753204, 'rmse': 0.03590777}"
2052,"{'sdr': 4.608728289604187, 'r2': 0.742919534444809, 'rmse': 0.033079855}"
2053,"{'sdr': 2.032485753297806, 'r2': 0.6149095892906189, 'rmse': 0.044501606}"
2054,"{'sdr': 4.270265102386475, 'r2': 0.7277554869651794, 'rmse': 0.034394324}"
2055,"{'sdr': 3.395795226097107, 'r2': 0.686091810464859, 'rmse': 0.03803735}"
2056,"{'sdr': 3.356446921825409, 'r2': 0.6841370463371277, 'rmse': 0.038210057}"
2057,"{'sdr': 3.688461184501648, 'r2': 0.700420081615448, 'rmse': 0.03677706}"
2058,"{'sdr': 4.380789399147034, 'r2': 0.7327683866024017, 'rmse': 0.03395944}"
2059,"{'sdr': 2.5615063309669495, 'r2': 0.6433205902576447, 'rmse': 0.041872095}"
2060,"{'sdr': 4.812584817409515, 'r2': 0.7517814338207245, 'rmse': 0.03231252}"
2061,"{'sdr': 2.3687806725502014, 'r2': 0.6330728530883789, 'rmse': 0.042811554}"
2062,"{'sdr': 2.9927322268486023, 'r2': 0.665780782699585, 'rmse': 0.039844044}"
2063,"{'sdr': 4.128101170063019, 'r2': 0.721221923828125, 'rmse': 0.03496189}"
2064,"{'sdr': 4.469027519226074, 'r2': 0.736726701259613, 'rmse': 0.0336162}"
2065,"{'sdr': 2.198723703622818, 'r2': 0.6239326596260071, 'rmse': 0.043658003}"
2066,"{'sdr': 7.94037401676178, 'r2': 0.8615636825561523, 'rmse': 0.022541422}"
2067,"{'sdr': 3.3129626512527466, 'r2': 0.6819701194763184, 'rmse': 0.038401827}"
2068,"{'sdr': 3.7542587518692017, 'r2': 0.7035898566246033, 'rmse': 0.03649951}"
2069,"{'sdr': 2.7409571409225464, 'r2': 0.6527453362941742, 'rmse': 0.041015893}"
2070,"{'sdr': 4.568839967250824, 'r2': 0.7411610186100006, 'rmse': 0.03323212}"
2071,"{'sdr': 6.517090797424316, 'r2': 0.8176662176847458, 'rmse': 0.026554953}"
2072,"{'sdr': 6.079599857330322, 'r2': 0.8021643906831741, 'rmse': 0.027926728}"
2073,"{'sdr': 3.252466320991516, 'r2': 0.6789417862892151, 'rmse': 0.038670223}"
2074,"{'sdr': 4.732368588447571, 'r2': 0.7483192682266235, 'rmse': 0.032612313}"
2075,"{'sdr': 11.042680740356445, 'r2': 0.9270765334367752, 'rmse': 0.015771247}"
2076,"{'sdr': 3.921295404434204, 'r2': 0.7115367650985718, 'rmse': 0.035804305}"
2077,"{'sdr': 2.2119808197021484, 'r2': 0.6246489882469177, 'rmse': 0.043591417}"
2078,"{'sdr': 3.19297194480896, 'r2': 0.6759469211101532, 'rmse': 0.03893601}"
2079,"{'sdr': 3.1096023321151733, 'r2': 0.6717290282249451, 'rmse': 0.03931153}"
2080,"{'sdr': 4.043916761875153, 'r2': 0.717307835817337, 'rmse': 0.035302393}"
2081,"{'sdr': 1.6182151436805725, 'r2': 0.5920886397361755, 'rmse': 0.04667553}"
2082,"{'sdr': 4.080054759979248, 'r2': 0.7189900577068329, 'rmse': 0.035155825}"
2083,"{'sdr': 3.10367614030838, 'r2': 0.6714273393154144, 'rmse': 0.039338358}"
2084,"{'sdr': 6.545013785362244, 'r2': 0.8186230957508087, 'rmse': 0.026469719}"
2085,"{'sdr': 2.7308475971221924, 'r2': 0.6522176861763, 'rmse': 0.041063655}"
2086,"{'sdr': 2.703647017478943, 'r2': 0.6507959067821503, 'rmse': 0.041192457}"
2087,"{'sdr': 2.442379891872406, 'r2': 0.6370026767253876, 'rmse': 0.042450327}"
2088,"{'sdr': 5.028049349784851, 'r2': 0.7609216719865799, 'rmse': 0.03152082}"
2089,"{'sdr': 7.2910767793655396, 'r2': 0.8427508324384689, 'rmse': 0.024291046}"
2090,"{'sdr': 4.933080971240997, 'r2': 0.7569199502468109, 'rmse': 0.031867355}"
2091,"{'sdr': 5.818156003952026, 'r2': 0.7924300581216812, 'rmse': 0.028780093}"
2092,"{'sdr': 2.0374737679958344, 'r2': 0.6151817739009857, 'rmse': 0.044476062}"
2093,"{'sdr': 4.697977900505066, 'r2': 0.7468243539333344, 'rmse': 0.032741696}"
2094,"{'sdr': 4.41166877746582, 'r2': 0.7341507375240326, 'rmse': 0.033838924}"
2095,"{'sdr': 2.7211394906044006, 'r2': 0.6517111361026764, 'rmse': 0.04110958}"
2096,"{'sdr': 7.357306480407715, 'r2': 0.8447605073451996, 'rmse': 0.024106527}"
2097,"{'sdr': 1.6896095871925354, 'r2': 0.5960532426834106, 'rmse': 0.04629345}"
2098,"{'sdr': 3.144526481628418, 'r2': 0.6734996736049652, 'rmse': 0.03915378}"
2099,"{'sdr': 5.781792402267456, 'r2': 0.7910568118095398, 'rmse': 0.028900836}"
2100,"{'sdr': 7.578755021095276, 'r2': 0.8513302356004715, 'rmse': 0.023499697}"
2101,"{'sdr': 7.016459107398987, 'r2': 0.834188386797905, 'rmse': 0.02507131}"
2102,"{'sdr': 3.1185880303382874, 'r2': 0.6721843481063843, 'rmse': 0.03927087}"
2103,"{'sdr': 5.147568583488464, 'r2': 0.7658940702676773, 'rmse': 0.031090058}"
2104,"{'sdr': 4.380068778991699, 'r2': 0.7327359914779663, 'rmse': 0.03396226}"
2105,"{'sdr': 1.9215933978557587, 'r2': 0.6088457107543945, 'rmse': 0.045073397}"
2106,"{'sdr': 3.8795265555381775, 'r2': 0.7095701992511749, 'rmse': 0.03597689}"
2107,"{'sdr': 4.200633764266968, 'r2': 0.7245672345161438, 'rmse': 0.034671158}"
2108,"{'sdr': 2.8400060534477234, 'r2': 0.6578963696956635, 'rmse': 0.040550828}"
2109,"{'sdr': 5.256078839302063, 'r2': 0.7703476697206497, 'rmse': 0.03070408}"
2110,"{'sdr': 3.6313748359680176, 'r2': 0.6976548135280609, 'rmse': 0.037019562}"
2111,"{'sdr': 2.3332184553146362, 'r2': 0.6311712265014648, 'rmse': 0.042987198}"
2112,"{'sdr': 1.936652809381485, 'r2': 0.6096713244915009, 'rmse': 0.044995323}"
2113,"{'sdr': 4.486593008041382, 'r2': 0.7375118732452393, 'rmse': 0.033548288}"
2114,"{'sdr': 2.198280841112137, 'r2': 0.6239089071750641, 'rmse': 0.04366023}"
2115,"{'sdr': 5.937871932983398, 'r2': 0.7969347089529037, 'rmse': 0.028386146}"
2116,"{'sdr': 3.5700973868370056, 'r2': 0.6946703493595123, 'rmse': 0.03728165}"
2117,"{'sdr': 7.424250245094299, 'r2': 0.8467713743448257, 'rmse': 0.023921449}"
2118,"{'sdr': 3.0900877714157104, 'r2': 0.6707366704940796, 'rmse': 0.039399944}"
2119,"{'sdr': 3.565478026866913, 'r2': 0.6944445073604584, 'rmse': 0.037301492}"
2120,"{'sdr': 1.936672329902649, 'r2': 0.6096721589565277, 'rmse': 0.044995226}"
2121,"{'sdr': 4.80501115322113, 'r2': 0.7514574229717255, 'rmse': 0.032340705}"
