,speech
3580,"{'sdr': -1.3528260588645935, 'r2': 0.4227488040924072, 'rmse': 0.06571148}"
3581,"{'sdr': -1.4555718004703522, 'r2': 0.41698896884918213, 'rmse': 0.066493414}"
3582,"{'sdr': -1.4478357136249542, 'r2': 0.41741955280303955, 'rmse': 0.06643421}"
3583,"{'sdr': -1.1726180464029312, 'r2': 0.4329051971435547, 'rmse': 0.0643622}"
3584,"{'sdr': -1.3522237539291382, 'r2': 0.4227825999259949, 'rmse': 0.06570692}"
3585,"{'sdr': -1.5283367037773132, 'r2': 0.4129188656806946, 'rmse': 0.06705279}"
3586,"{'sdr': -1.2190509587526321, 'r2': 0.43022996187210083, 'rmse': 0.06470719}"
3587,"{'sdr': -1.5445098280906677, 'r2': 0.412015438079834, 'rmse': 0.06717776}"
3588,"{'sdr': -1.4639988541603088, 'r2': 0.41651278734207153, 'rmse': 0.06655796}"
3589,"{'sdr': -1.16930291056633, 'r2': 0.43309295177459717, 'rmse': 0.06433765}"
3590,"{'sdr': -1.736462265253067, 'r2': 0.4013519287109375, 'rmse': 0.06867887}"
3591,"{'sdr': -1.644996702671051, 'r2': 0.40642279386520386, 'rmse': 0.06795945}"
3592,"{'sdr': -1.063171923160553, 'r2': 0.43910300731658936, 'rmse': 0.06355629}"
3593,"{'sdr': -0.20737851038575172, 'r2': 0.48807621002197266, 'rmse': 0.05759289}"
3594,"{'sdr': -1.7253634333610535, 'r2': 0.40196603536605835, 'rmse': 0.06859116}"
3595,"{'sdr': -1.2430843710899353, 'r2': 0.42892760038375854, 'rmse': 0.06488648}"
3596,"{'sdr': -1.179729700088501, 'r2': 0.4325038194656372, 'rmse': 0.06441493}"
3597,"{'sdr': -1.475226879119873, 'r2': 0.4158865809440613, 'rmse': 0.06664405}"
3598,"{'sdr': -1.1661209911108017, 'r2': 0.43327057361602783, 'rmse': 0.06431408}"
3599,"{'sdr': -1.6085723042488098, 'r2': 0.40844660997390747, 'rmse': 0.067675054}"
3600,"{'sdr': -1.4407148957252502, 'r2': 0.4178180694580078, 'rmse': 0.06637976}"
3601,"{'sdr': -1.2290136516094208, 'r2': 0.4297105669975281, 'rmse': 0.06478145}"
3602,"{'sdr': 4.388898015022278, 'r2': 0.7331313192844391, 'rmse': 0.033927754}"
3603,"{'sdr': -1.3207423686981201, 'r2': 0.4245513081550598, 'rmse': 0.06546921}"
3604,"{'sdr': -1.4407379925251007, 'r2': 0.41781681776046753, 'rmse': 0.06637994}"
3605,"{'sdr': -0.6954488158226013, 'r2': 0.46005213260650635, 'rmse': 0.06092176}"
3606,"{'sdr': -1.1042307317256927, 'r2': 0.43677425384521484, 'rmse': 0.063857436}"
3607,"{'sdr': -1.2416233867406845, 'r2': 0.4290093779563904, 'rmse': 0.064875565}"
3608,"{'sdr': -0.7698271423578262, 'r2': 0.45580047369003296, 'rmse': 0.061445683}"
3609,"{'sdr': -1.5154924988746643, 'r2': 0.4136355519294739, 'rmse': 0.06695371}"
3610,"{'sdr': -1.4903198182582855, 'r2': 0.41505205631256104, 'rmse': 0.06675995}"
3611,"{'sdr': -1.641671061515808, 'r2': 0.4066072106361389, 'rmse': 0.06793343}"
3612,"{'sdr': -1.4632682502269745, 'r2': 0.41655534505844116, 'rmse': 0.066552356}"
3613,"{'sdr': -1.3626940548419952, 'r2': 0.42220044136047363, 'rmse': 0.06578618}"
3614,"{'sdr': -1.2679292261600494, 'r2': 0.42752599716186523, 'rmse': 0.06507235}"
3615,"{'sdr': -1.4182110130786896, 'r2': 0.4190821051597595, 'rmse': 0.06620801}"
3616,"{'sdr': -1.406445950269699, 'r2': 0.4197349548339844, 'rmse': 0.06611839}"
3617,"{'sdr': -1.2007080763578415, 'r2': 0.43132084608078003, 'rmse': 0.06457068}"
3618,"{'sdr': -1.5310411155223846, 'r2': 0.41276776790618896, 'rmse': 0.067073666}"
3619,"{'sdr': -2.00186088681221, 'r2': 0.3867616057395935, 'rmse': 0.07080974}"
3620,"{'sdr': -0.6990057975053787, 'r2': 0.45984870195388794, 'rmse': 0.06094671}"
3621,"{'sdr': -0.812772661447525, 'r2': 0.4533498287200928, 'rmse': 0.06175024}"
3622,"{'sdr': -1.8383675813674927, 'r2': 0.3957275152206421, 'rmse': 0.06948937}"
3623,"{'sdr': -1.406690627336502, 'r2': 0.41972488164901733, 'rmse': 0.06612025}"
3624,"{'sdr': -1.0719247907400131, 'r2': 0.4386065602302551, 'rmse': 0.06362037}"
3625,"{'sdr': -1.1163010448217392, 'r2': 0.4360952377319336, 'rmse': 0.063946255}"
3626,"{'sdr': -1.3483379781246185, 'r2': 0.42300087213516235, 'rmse': 0.06567754}"
3627,"{'sdr': -1.2670360505580902, 'r2': 0.42757654190063477, 'rmse': 0.06506565}"
3628,"{'sdr': -1.2636716663837433, 'r2': 0.42776602506637573, 'rmse': 0.065040454}"
3629,"{'sdr': -1.2778133153915405, 'r2': 0.42696917057037354, 'rmse': 0.06514644}"
3630,"{'sdr': -1.2607493996620178, 'r2': 0.4279226064682007, 'rmse': 0.06501858}"
3631,"{'sdr': -1.529388576745987, 'r2': 0.41286009550094604, 'rmse': 0.0670609}"
3632,"{'sdr': -1.3521106541156769, 'r2': 0.42278897762298584, 'rmse': 0.065706074}"
3633,"{'sdr': -1.4026835560798645, 'r2': 0.4199497699737549, 'rmse': 0.06608976}"
3634,"{'sdr': -1.806361973285675, 'r2': 0.39748966693878174, 'rmse': 0.06923379}"
3635,"{'sdr': -1.044687107205391, 'r2': 0.44016027450561523, 'rmse': 0.06342118}"
3636,"{'sdr': -1.3395074009895325, 'r2': 0.42349720001220703, 'rmse': 0.0656108}"
3637,"{'sdr': -1.8756072223186493, 'r2': 0.39367884397506714, 'rmse': 0.06978794}"
3638,"{'sdr': -1.1478561908006668, 'r2': 0.4343060255050659, 'rmse': 0.06417898}"
3639,"{'sdr': -1.6742493212223053, 'r2': 0.4047996997833252, 'rmse': 0.06818871}"
3640,"{'sdr': -1.5337660908699036, 'r2': 0.412614643573761, 'rmse': 0.06709471}"
3641,"{'sdr': -1.2293170392513275, 'r2': 0.42970383167266846, 'rmse': 0.06478373}"
3642,"{'sdr': -1.1010053753852844, 'r2': 0.4369579553604126, 'rmse': 0.063833736}"
3643,"{'sdr': -1.061730906367302, 'r2': 0.43918120861053467, 'rmse': 0.063545756}"
3644,"{'sdr': -1.0792698711156845, 'r2': 0.43818360567092896, 'rmse': 0.063674204}"
3645,"{'sdr': -1.5754623711109161, 'r2': 0.4102908968925476, 'rmse': 0.06741757}"
3646,"{'sdr': -1.073431521654129, 'r2': 0.438521146774292, 'rmse': 0.063631415}"
3647,"{'sdr': -1.4702314138412476, 'r2': 0.41616493463516235, 'rmse': 0.066605724}"
3648,"{'sdr': -1.387290358543396, 'r2': 0.4208134412765503, 'rmse': 0.06597274}"
3649,"{'sdr': -1.3834598660469055, 'r2': 0.42102760076522827, 'rmse': 0.06594365}"
3650,"{'sdr': -1.5495337545871735, 'r2': 0.4117366671562195, 'rmse': 0.06721662}"
3651,"{'sdr': -1.0805743932724, 'r2': 0.438115656375885, 'rmse': 0.06368376}"
3652,"{'sdr': -1.1568383127450943, 'r2': 0.43379735946655273, 'rmse': 0.06424538}"
3653,"{'sdr': -1.684999167919159, 'r2': 0.4042024612426758, 'rmse': 0.06827315}"
3654,"{'sdr': -1.3793016970157623, 'r2': 0.4212617874145508, 'rmse': 0.06591209}"
3655,"{'sdr': -1.6139952838420868, 'r2': 0.4081456661224365, 'rmse': 0.06771732}"
3656,"{'sdr': -1.7730702459812164, 'r2': 0.39932847023010254, 'rmse': 0.06896894}"
3657,"{'sdr': -0.9259660542011261, 'r2': 0.44689834117889404, 'rmse': 0.06256022}"
3658,"{'sdr': -1.1881344020366669, 'r2': 0.4320303797721863, 'rmse': 0.06447728}"
3659,"{'sdr': -1.1513392627239227, 'r2': 0.43410903215408325, 'rmse': 0.06420472}"
3660,"{'sdr': -1.5910419821739197, 'r2': 0.40942543745040894, 'rmse': 0.067538604}"
3661,"{'sdr': -1.225472241640091, 'r2': 0.4299200773239136, 'rmse': 0.06475504}"
3662,"{'sdr': -1.5880277752876282, 'r2': 0.40959054231643677, 'rmse': 0.06751519}"
3663,"{'sdr': -1.2306230515241623, 'r2': 0.42963045835494995, 'rmse': 0.06479345}"
3664,"{'sdr': -1.1601046472787857, 'r2': 0.43361324071884155, 'rmse': 0.06426955}"
3665,"{'sdr': -1.5253068506717682, 'r2': 0.4130879044532776, 'rmse': 0.067029394}"
3666,"{'sdr': -1.5610204637050629, 'r2': 0.41109561920166016, 'rmse': 0.06730557}"
3667,"{'sdr': -1.3268320262432098, 'r2': 0.4242100119590759, 'rmse': 0.06551512}"
3668,"{'sdr': -0.6190711259841919, 'r2': 0.4644235372543335, 'rmse': 0.06038841}"
3669,"{'sdr': -2.0334848761558533, 'r2': 0.38503575325012207, 'rmse': 0.071068026}"
3670,"{'sdr': -1.542574167251587, 'r2': 0.4121241569519043, 'rmse': 0.06716278}"
3671,"{'sdr': -1.2744034826755524, 'r2': 0.4271606206893921, 'rmse': 0.065120876}"
3672,"{'sdr': -1.5130650997161865, 'r2': 0.413771390914917, 'rmse': 0.066934995}"
3673,"{'sdr': -1.2839379906654358, 'r2': 0.4266238212585449, 'rmse': 0.06519239}"
3674,"{'sdr': -0.9514262527227402, 'r2': 0.4454495310783386, 'rmse': 0.06274388}"
3675,"{'sdr': -1.2674173712730408, 'r2': 0.4275550842285156, 'rmse': 0.065068506}"
3676,"{'sdr': -0.9571420401334763, 'r2': 0.4451245069503784, 'rmse': 0.062785186}"
3677,"{'sdr': -1.1123242229223251, 'r2': 0.4363163113594055, 'rmse': 0.063916974}"
3678,"{'sdr': -1.0061457753181458, 'r2': 0.44233953952789307, 'rmse': 0.06314041}"
3679,"{'sdr': -1.7125116288661957, 'r2': 0.40267765522003174, 'rmse': 0.06848975}"
3680,"{'sdr': -1.0040494799613953, 'r2': 0.44245511293411255, 'rmse': 0.06312516}"
3681,"{'sdr': -1.3250942528247833, 'r2': 0.424307644367218, 'rmse': 0.06550202}"
3682,"{'sdr': -0.9579965472221375, 'r2': 0.4450756311416626, 'rmse': 0.06279135}"
3683,"{'sdr': -1.4333461225032806, 'r2': 0.41823065280914307, 'rmse': 0.06632348}"
3684,"{'sdr': -1.8608199059963226, 'r2': 0.3944917917251587, 'rmse': 0.069669224}"
3685,"{'sdr': -0.8068264275789261, 'r2': 0.45368850231170654, 'rmse': 0.061707977}"
3686,"{'sdr': -1.6381274163722992, 'r2': 0.4068041443824768, 'rmse': 0.06790573}"
3687,"{'sdr': -1.2772443890571594, 'r2': 0.4270012378692627, 'rmse': 0.06514218}"
3688,"{'sdr': -0.9274913370609283, 'r2': 0.4468107223510742, 'rmse': 0.06257122}"
3689,"{'sdr': -1.5410269796848297, 'r2': 0.41221022605895996, 'rmse': 0.06715083}"
3690,"{'sdr': -1.2326166778802872, 'r2': 0.4295174479484558, 'rmse': 0.06480833}"
3691,"{'sdr': -1.9315536320209503, 'r2': 0.39060860872268677, 'rmse': 0.070238896}"
3692,"{'sdr': -1.4715391397476196, 'r2': 0.41607344150543213, 'rmse': 0.06661575}"
3693,"{'sdr': -2.0330223441123962, 'r2': 0.38506102561950684, 'rmse': 0.071064234}"
3694,"{'sdr': -1.564299315214157, 'r2': 0.41091281175613403, 'rmse': 0.067330986}"
3695,"{'sdr': -1.3844919204711914, 'r2': 0.42097043991088867, 'rmse': 0.06595149}"
3696,"{'sdr': -1.7121361196041107, 'r2': 0.40269845724105835, 'rmse': 0.068486795}"
3697,"{'sdr': -0.7654035836458206, 'r2': 0.4560512900352478, 'rmse': 0.061414402}"
3698,"{'sdr': -1.2189306318759918, 'r2': 0.43028974533081055, 'rmse': 0.064706296}"
3699,"{'sdr': -1.5962295234203339, 'r2': 0.409138560295105, 'rmse': 0.06757896}"
3700,"{'sdr': -0.2266388200223446, 'r2': 0.48695701360702515, 'rmse': 0.05772074}"
3701,"{'sdr': -1.5727297961711884, 'r2': 0.4104461073875427, 'rmse': 0.067396365}"
3702,"{'sdr': -1.5605399012565613, 'r2': 0.4111252427101135, 'rmse': 0.06730185}"
3703,"{'sdr': -1.1633691936731339, 'r2': 0.4334292411804199, 'rmse': 0.064293705}"
3704,"{'sdr': 0.5646705999970436, 'r2': 0.5324588418006897, 'rmse': 0.052694645}"
3705,"{'sdr': -0.7022051513195038, 'r2': 0.45966488122940063, 'rmse': 0.060969163}"
3706,"{'sdr': 4.82529878616333, 'r2': 0.7523283064365387, 'rmse': 0.032265253}"
3707,"{'sdr': -1.3890498876571655, 'r2': 0.420717716217041, 'rmse': 0.0659861}"
3708,"{'sdr': -1.2513832747936249, 'r2': 0.42845618724823, 'rmse': 0.0649485}"
3709,"{'sdr': -1.2358959019184113, 'r2': 0.4293323755264282, 'rmse': 0.0648328}"
3710,"{'sdr': -0.8838529139757156, 'r2': 0.44929617643356323, 'rmse': 0.062257633}"
3711,"{'sdr': -1.6702523827552795, 'r2': 0.405020534992218, 'rmse': 0.06815734}"
3712,"{'sdr': -0.5608498305082321, 'r2': 0.46775931119918823, 'rmse': 0.059984982}"
3713,"{'sdr': -0.028316620737314224, 'r2': 0.4983709454536438, 'rmse': 0.05641776}"
3714,"{'sdr': -1.211841180920601, 'r2': 0.4306889772415161, 'rmse': 0.06465351}"
3715,"{'sdr': -0.9886237233877182, 'r2': 0.4433349370956421, 'rmse': 0.06301315}"
3716,"{'sdr': -1.7554205656051636, 'r2': 0.4003034830093384, 'rmse': 0.06882894}"
3717,"{'sdr': -1.1176063120365143, 'r2': 0.43601691722869873, 'rmse': 0.06395586}"
3718,"{'sdr': -1.09063059091568, 'r2': 0.4375455379486084, 'rmse': 0.06375753}"
3719,"{'sdr': -1.017102599143982, 'r2': 0.44171690940856934, 'rmse': 0.06322009}"
3720,"{'sdr': -1.4038397371768951, 'r2': 0.41988468170166016, 'rmse': 0.06609855}"
3721,"{'sdr': -1.4199021458625793, 'r2': 0.4189850687980652, 'rmse': 0.066220894}"
3722,"{'sdr': 0.4145651310682297, 'r2': 0.5238215327262878, 'rmse': 0.0536132}"
3723,"{'sdr': -1.5803785622119904, 'r2': 0.41001683473587036, 'rmse': 0.067455746}"
3724,"{'sdr': -1.5803532302379608, 'r2': 0.4100191593170166, 'rmse': 0.06745555}"
3725,"{'sdr': -1.325966715812683, 'r2': 0.4242585301399231, 'rmse': 0.06550861}"
3726,"{'sdr': -1.535297930240631, 'r2': 0.41253215074539185, 'rmse': 0.067106545}"
3727,"{'sdr': -1.4793431758880615, 'r2': 0.4156559109687805, 'rmse': 0.06667564}"
3728,"{'sdr': -1.4303584396839142, 'r2': 0.41839808225631714, 'rmse': 0.06630067}"
3729,"{'sdr': -1.473754495382309, 'r2': 0.415968656539917, 'rmse': 0.066632755}"
3730,"{'sdr': -1.0890001058578491, 'r2': 0.437638521194458, 'rmse': 0.06374558}"
3731,"{'sdr': -1.7319971323013306, 'r2': 0.4015989899635315, 'rmse': 0.06864357}"
3732,"{'sdr': -1.7284978926181793, 'r2': 0.40179282426834106, 'rmse': 0.06861591}"
3733,"{'sdr': -1.863887906074524, 'r2': 0.3943222761154175, 'rmse': 0.069693826}"
3734,"{'sdr': -1.1740326881408691, 'r2': 0.4328257441520691, 'rmse': 0.06437269}"
3735,"{'sdr': -1.5997008979320526, 'r2': 0.40894144773483276, 'rmse': 0.06760597}"
3736,"{'sdr': -1.317116618156433, 'r2': 0.42475640773773193, 'rmse': 0.06544189}"
3737,"{'sdr': -1.0619483143091202, 'r2': 0.4391724467277527, 'rmse': 0.06354735}"
3738,"{'sdr': -1.5183763206005096, 'r2': 0.41347503662109375, 'rmse': 0.066975944}"
3739,"{'sdr': -1.3606153428554535, 'r2': 0.42231112718582153, 'rmse': 0.06577043}"
3740,"{'sdr': -1.1566271632909775, 'r2': 0.4338099956512451, 'rmse': 0.06424382}"
3741,"{'sdr': -0.4883399233222008, 'r2': 0.4719189405441284, 'rmse': 0.05948631}"
3742,"{'sdr': -1.1375850439071655, 'r2': 0.43488746881484985, 'rmse': 0.064103134}"
3743,"{'sdr': -1.4803539216518402, 'r2': 0.4155995845794678, 'rmse': 0.06668339}"
3744,"{'sdr': -1.1586012691259384, 'r2': 0.4336809515953064, 'rmse': 0.06425842}"
3745,"{'sdr': -1.093452051281929, 'r2': 0.43738675117492676, 'rmse': 0.06377826}"
3746,"{'sdr': -1.2026119232177734, 'r2': 0.4312024712562561, 'rmse': 0.06458484}"
3747,"{'sdr': -1.7047600448131561, 'r2': 0.4031071066856384, 'rmse': 0.068428665}"
3748,"{'sdr': -1.431012749671936, 'r2': 0.4183616638183594, 'rmse': 0.06630567}"
3749,"{'sdr': -1.3720770180225372, 'r2': 0.42166680097579956, 'rmse': 0.0658573}"
3750,"{'sdr': -1.114668846130371, 'r2': 0.4361782670021057, 'rmse': 0.06393423}"
3751,"{'sdr': -0.9407531470060349, 'r2': 0.44605666399002075, 'rmse': 0.06266683}"
3752,"{'sdr': -1.3712722063064575, 'r2': 0.4217112064361572, 'rmse': 0.06585119}"
3753,"{'sdr': -1.3649600744247437, 'r2': 0.4220671057701111, 'rmse': 0.06580335}"
3754,"{'sdr': -1.4542275667190552, 'r2': 0.41706138849258423, 'rmse': 0.06648311}"
3755,"{'sdr': -1.36536106467247, 'r2': 0.4220443367958069, 'rmse': 0.0658064}"
3756,"{'sdr': -1.4281348884105682, 'r2': 0.4185228943824768, 'rmse': 0.0662837}"
3757,"{'sdr': -1.7088928818702698, 'r2': 0.40287721157073975, 'rmse': 0.06846122}"
3758,"{'sdr': -1.0075593739748, 'r2': 0.442253053188324, 'rmse': 0.06315067}"
3759,"{'sdr': -0.9088873863220215, 'r2': 0.44787025451660156, 'rmse': 0.062437344}"
3760,"{'sdr': -1.1065782606601715, 'r2': 0.43664199113845825, 'rmse': 0.06387471}"
3761,"{'sdr': -1.316259503364563, 'r2': 0.4248046875, 'rmse': 0.06543543}"
3762,"{'sdr': -1.8721042573451996, 'r2': 0.39387047290802, 'rmse': 0.06975979}"
3763,"{'sdr': 0.00828440475743264, 'r2': 0.5004701614379883, 'rmse': 0.056180526}"
3764,"{'sdr': -1.3098980486392975, 'r2': 0.4251628518104553, 'rmse': 0.06538751}"
3765,"{'sdr': -0.625230073928833, 'r2': 0.46407103538513184, 'rmse': 0.060431242}"
3766,"{'sdr': -1.5393882989883423, 'r2': 0.4123021960258484, 'rmse': 0.06713815}"
3767,"{'sdr': -1.6581657528877258, 'r2': 0.4056912064552307, 'rmse': 0.06806256}"
3768,"{'sdr': -1.1219459027051926, 'r2': 0.4357733130455017, 'rmse': 0.06398782}"
3769,"{'sdr': -1.7833037674427032, 'r2': 0.3987632393836975, 'rmse': 0.06905024}"
3770,"{'sdr': -1.190815195441246, 'r2': 0.4318771958351135, 'rmse': 0.06449719}"
3771,"{'sdr': -0.8601975440979004, 'r2': 0.45064467191696167, 'rmse': 0.062088314}"
3772,"{'sdr': -1.78390771150589, 'r2': 0.39872878789901733, 'rmse': 0.069055036}"
3773,"{'sdr': -1.1550702154636383, 'r2': 0.4338981509208679, 'rmse': 0.064232305}"
3774,"{'sdr': -1.1930512636899948, 'r2': 0.431751549243927, 'rmse': 0.064513795}"
3775,"{'sdr': -1.4229612052440643, 'r2': 0.41880708932876587, 'rmse': 0.06624422}"
3776,"{'sdr': -1.675248146057129, 'r2': 0.4047431945800781, 'rmse': 0.06819656}"
3777,"{'sdr': -1.3511402904987335, 'r2': 0.4228425621986389, 'rmse': 0.06569874}"
3778,"{'sdr': -1.2907107174396515, 'r2': 0.4262428283691406, 'rmse': 0.065243244}"
3779,"{'sdr': -1.041160598397255, 'r2': 0.4403519630432129, 'rmse': 0.06339545}"
3780,"{'sdr': -1.6642020642757416, 'r2': 0.4053557515144348, 'rmse': 0.06810988}"
3781,"{'sdr': -1.3700729608535767, 'r2': 0.42177993059158325, 'rmse': 0.06584209}"
3782,"{'sdr': -1.3828514516353607, 'r2': 0.4210689663887024, 'rmse': 0.06593904}"
3783,"{'sdr': -1.8867343664169312, 'r2': 0.3930671215057373, 'rmse': 0.0698774}"
3784,"{'sdr': -1.3668391108512878, 'r2': 0.42196178436279297, 'rmse': 0.06581759}"
3785,"{'sdr': -1.3353066146373749, 'r2': 0.42373305559158325, 'rmse': 0.06557909}"
3786,"{'sdr': -1.0512472689151764, 'r2': 0.43977904319763184, 'rmse': 0.0634691}"
3787,"{'sdr': -0.866260901093483, 'r2': 0.4502986669540405, 'rmse': 0.062131677}"
3788,"{'sdr': -1.5373782813549042, 'r2': 0.412414014339447, 'rmse': 0.06712263}"
3789,"{'sdr': -1.6008812189102173, 'r2': 0.4088757038116455, 'rmse': 0.06761516}"
3790,"{'sdr': -1.7493337392807007, 'r2': 0.40063953399658203, 'rmse': 0.068780705}"
3791,"{'sdr': -1.3087449967861176, 'r2': 0.42522770166397095, 'rmse': 0.065378845}"
3792,"{'sdr': -1.4576400816440582, 'r2': 0.4168704152107239, 'rmse': 0.06650925}"
3793,"{'sdr': -1.1804654449224472, 'r2': 0.43246227502822876, 'rmse': 0.06442039}"
3794,"{'sdr': -1.678752601146698, 'r2': 0.40454864501953125, 'rmse': 0.06822407}"
3795,"{'sdr': -1.4730563759803772, 'r2': 0.4160076975822449, 'rmse': 0.06662739}"
3796,"{'sdr': -1.5326787531375885, 'r2': 0.41267549991607666, 'rmse': 0.067086324}"
3797,"{'sdr': -1.1838723719120026, 'r2': 0.43227046728134155, 'rmse': 0.06444566}"
3798,"{'sdr': -0.8359946310520172, 'r2': 0.4520251154899597, 'rmse': 0.06191555}"
3799,"{'sdr': -1.0099431872367859, 'r2': 0.4421224594116211, 'rmse': 0.06316801}"
3800,"{'sdr': -1.0728713870048523, 'r2': 0.4385528564453125, 'rmse': 0.06362731}"
3801,"{'sdr': -1.5457379817962646, 'r2': 0.41194742918014526, 'rmse': 0.06718725}"
3802,"{'sdr': -1.7707255482673645, 'r2': 0.39945781230926514, 'rmse': 0.06895032}"
3803,"{'sdr': -1.3379424810409546, 'r2': 0.4235849380493164, 'rmse': 0.06559899}"
3804,"{'sdr': -0.9424859285354614, 'r2': 0.44595956802368164, 'rmse': 0.06267933}"
3805,"{'sdr': -1.3891440629959106, 'r2': 0.4207078814506531, 'rmse': 0.06598682}"
3806,"{'sdr': -1.3510240614414215, 'r2': 0.4228500723838806, 'rmse': 0.065697856}"
3807,"{'sdr': -1.3484300673007965, 'r2': 0.42299532890319824, 'rmse': 0.06567823}"
3808,"{'sdr': -2.0596283674240112, 'r2': 0.38361477851867676, 'rmse': 0.07128226}"
3809,"{'sdr': -1.414191871881485, 'r2': 0.419303297996521, 'rmse': 0.06617738}"
3810,"{'sdr': -1.2876102328300476, 'r2': 0.42641741037368774, 'rmse': 0.06521996}"
3811,"{'sdr': -0.7107732445001602, 'r2': 0.4591755270957947, 'rmse': 0.06102934}"
3812,"{'sdr': -0.7789286226034164, 'r2': 0.45528000593185425, 'rmse': 0.061510097}"
3813,"{'sdr': -1.0137899965047836, 'r2': 0.4419047236442566, 'rmse': 0.06319599}"
3814,"{'sdr': -1.0421516001224518, 'r2': 0.44029515981674194, 'rmse': 0.06340268}"
3815,"{'sdr': -1.4365765452384949, 'r2': 0.418049156665802, 'rmse': 0.06634815}"
3816,"{'sdr': -1.0403802990913391, 'r2': 0.4403955340385437, 'rmse': 0.06338975}"
3817,"{'sdr': -1.5030592679977417, 'r2': 0.41433054208755493, 'rmse': 0.06685794}"
3818,"{'sdr': -0.8268649131059647, 'r2': 0.4525446891784668, 'rmse': 0.061850507}"
3819,"{'sdr': -0.987214595079422, 'r2': 0.4433981776237488, 'rmse': 0.06300293}"
3820,"{'sdr': -0.7084023952484131, 'r2': 0.4593111276626587, 'rmse': 0.061012685}"
3821,"{'sdr': -0.6126755848526955, 'r2': 0.4647897481918335, 'rmse': 0.06034395}"
3822,"{'sdr': -1.2566664814949036, 'r2': 0.42816102504730225, 'rmse': 0.06498802}"
3823,"{'sdr': 0.5978428944945335, 'r2': 0.5343601107597351, 'rmse': 0.05249378}"
3824,"{'sdr': -1.0591675341129303, 'r2': 0.43932974338531494, 'rmse': 0.063527}"
3825,"{'sdr': -1.637818068265915, 'r2': 0.40680181980133057, 'rmse': 0.0679033}"
3826,"{'sdr': -1.103837564587593, 'r2': 0.436798095703125, 'rmse': 0.06385455}"
3827,"{'sdr': -1.646859496831894, 'r2': 0.4063190221786499, 'rmse': 0.06797402}"
3828,"{'sdr': -0.9776885062456131, 'r2': 0.44395649433135986, 'rmse': 0.06293387}"
3829,"{'sdr': -1.9538894295692444, 'r2': 0.3893846869468689, 'rmse': 0.07041974}"
3830,"{'sdr': -1.6816502809524536, 'r2': 0.40436917543411255, 'rmse': 0.068246834}"
3831,"{'sdr': -0.8609291166067123, 'r2': 0.4506027102470398, 'rmse': 0.062093537}"
3832,"{'sdr': -0.9967122226953506, 'r2': 0.4428752660751343, 'rmse': 0.063071854}"
3833,"{'sdr': -1.0447098314762115, 'r2': 0.44015002250671387, 'rmse': 0.06342135}"
3834,"{'sdr': -1.5232555568218231, 'r2': 0.4132038950920105, 'rmse': 0.06701357}"
3835,"{'sdr': -1.6240012645721436, 'r2': 0.40758848190307617, 'rmse': 0.06779537}"
3836,"{'sdr': -1.6255463659763336, 'r2': 0.40750324726104736, 'rmse': 0.067807436}"
3837,"{'sdr': -1.0677748918533325, 'r2': 0.43884187936782837, 'rmse': 0.06358999}"
3838,"{'sdr': -1.6582715511322021, 'r2': 0.4056769609451294, 'rmse': 0.068063386}"
3839,"{'sdr': -1.5683935582637787, 'r2': 0.4106847047805786, 'rmse': 0.06736273}"
3840,"{'sdr': -1.2093929201364517, 'r2': 0.43082869052886963, 'rmse': 0.06463528}"
3841,"{'sdr': -1.5712007880210876, 'r2': 0.41052812337875366, 'rmse': 0.067384504}"
3842,"{'sdr': -1.0419196635484695, 'r2': 0.44030827283859253, 'rmse': 0.063400984}"
3843,"{'sdr': -1.033003106713295, 'r2': 0.4408143162727356, 'rmse': 0.06333594}"
3844,"{'sdr': -1.1125817149877548, 'r2': 0.4363024830818176, 'rmse': 0.063918866}"
3845,"{'sdr': -1.786476969718933, 'r2': 0.39858806133270264, 'rmse': 0.06907547}"
